Purpose,Period,AccessMode,SegID,LinkID,Direction,N,Mode,Name,LongName,RouteDir,Headway,Board,Board_FromSkim_LCL,Board_FromSkim_COR,Board_FromSkim_BRT,Board_FromSkim_EXP,Board_FromSkim_LRT,Board_FromSkim_CRT,Alight,Alight_FromSkim_LCL,Alight_FromSkim_COR,Alight_FromSkim_BRT,Alight_FromSkim_EXP,Alight_FromSkim_LRT,Alight_FromSkim_CRT
All,ok,drive,0198_005.4,65508_65506,EB,  65508.00,      4.00,M821_Psn,M821_Psn,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.01,      0.01,         0,         0,         0,         0,         0
All,ok,drive,0198_005.9,65506_65505,EB,  65506.00,      4.00,M821_Psn,M821_Psn,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.01,      0.01,         0,         0,         0,         0,         0
All,ok,drive,0198_006.3,65507_65513,EB,  65507.00,      4.00,M821_Psn,M821_Psn,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.04,      0.04,         0,         0,         0,         0,         0
All,ok,drive,0198_006.3,65524_65531,EB,  65524.00,      4.00,M821_Psn,M821_Psn,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.07,      0.07,         0,         0,         0,         0,         0
All,ok,drive,0198_007.6,65566_65580,EB,  65566.00,      4.00,M821_Psn,M821_Psn,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.01,      0.01,         0,         0,         0,         0,         0
All,ok,drive,0198_008.7,65624_65627,EB,  65624.00,      4.00,M821_Psn,M821_Psn,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.07,      0.07,         0,         0,         0,         0,         0
All,ok,drive,0198_009.1,65645_65672,NB,  65645.00,      4.00,M821_Psn,M821_Psn,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.01,      0.01,         0,         0,         0,         0,         0
All,ok,drive,0198_009.5,65672_65687,NB,  65672.00,      4.00,M821_Psn,M821_Psn,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.10,      0.10,         0,         0,         0,         0,         0
All,ok,drive,0198_011.81,66043_66061,NB,  66043.00,      4.00,M821_Psn,M821_Psn,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.07,      0.07,         0,         0,         0,         0,         0
All,ok,drive,0156_000.0,66061_66102,NB,  66061.00,      4.00,M821_Psn,M821_Psn,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.06,      0.06,         0,         0,         0,         0,         0
All,ok,drive,0156_000.2,66102_66112,NB,  66102.00,      4.00,M821_Psn,M821_Psn,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.01,      0.01,         0,         0,         0,         0,         0
All,ok,drive,3062_000.0,66112_66111,EB,  66112.00,      4.00,M821_Psn,M821_Psn,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.09,      0.09,         0,         0,         0,         0,         0
All,ok,drive,3062_000.6,66109_66108,EB,  66109.00,      4.00,M821_Psn,M821_Psn,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.01,      0.01,         0,         0,         0,         0,         0
All,ok,drive,2837_000.7,66192_66206,NB,  66192.00,      4.00,M821_Psn,M821_Psn,      1.00,     60.00,      1.81,      1.81,         0,         0,         0,         0,         0,      0.06,      0.06,         0,         0,         0,         0,         0
All,ok,drive,2832_000.8,66221_66242,EB,  66221.00,      4.00,M821_Psn,M821_Psn,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.11,      0.11,         0,         0,         0,         0,         0
All,ok,drive,2832_000.8,66237_66238,EB,  66237.00,      4.00,M821_Psn,M821_Psn,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.01,      0.01,         0,         0,         0,         0,         0
All,ok,drive,0051_000.6,66263_66273,NB,  66263.00,      4.00,M821_Psn,M821_Psn,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.01,      0.01,         0,         0,         0,         0,         0
All,ok,drive,0051_001.6,66372_66393,NB,  66372.00,      4.00,M821_Psn,M821_Psn,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.03,      0.03,         0,         0,         0,         0,         0
All,ok,drive,3080_000.0,66517_66516,EB,  66517.00,      4.00,M821_Psn,M821_Psn,      1.00,     60.00,      3.42,      3.42,         0,         0,         0,         0,         0,      0.30,      0.30,         0,         0,         0,         0,         0
All,ok,drive,3080_000.0,66516_66515,EB,  66516.00,      4.00,M821_Psn,M821_Psn,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.28,      0.28,         0,         0,         0,         0,         0
All,ok,drive,3084_000.9,66515_66540,NB,  66515.00,      4.00,M821_Psn,M821_Psn,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.04,      0.04,         0,         0,         0,         0,         0
All,ok,drive,3084_000.9,66540_66560,NB,  66540.00,      4.00,M821_Psn,M821_Psn,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.12,      0.12,         0,         0,         0,         0,         0
All,ok,drive,3084_001.3,66582_66600,NB,  66582.00,      4.00,M821_Psn,M821_Psn,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.08,      0.08,         0,         0,         0,         0,         0
All,ok,drive,3086_000.4,66600_66599,WB,  66600.00,      4.00,M821_Psn,M821_Psn,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.01,      0.01,         0,         0,         0,         0,         0
All,ok,drive,0089_328.8,66603_66636,NB,  66603.00,      4.00,M821_Psn,M821_Psn,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.03,      0.03,         0,         0,         0,         0,         0
All,ok,drive,0089_328.8,66636_66647,NB,  66636.00,      4.00,M821_Psn,M821_Psn,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.20,      0.20,         0,         0,         0,         0,         0
All,ok,drive,0089_329.8,66681_66689,NB,  66681.00,      4.00,M821_Psn,M821_Psn,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.07,      0.07,         0,         0,         0,         0,         0
All,ok,drive,0089_329.8,66689_66697,NB,  66689.00,      4.00,M821_Psn,M821_Psn,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.04,      0.04,         0,         0,         0,         0,         0
All,ok,drive,0089_329.8,66707_66712,NB,  66707.00,      4.00,M821_Psn,M821_Psn,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.11,      0.11,         0,         0,         0,         0,         0
All,ok,drive,0089_329.8,66720_66725,NB,  66720.00,      4.00,M821_Psn,M821_Psn,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.09,      0.09,         0,         0,         0,         0,         0
All,ok,drive,0089_331.1,66725_66730,WB,  66725.00,      4.00,M821_Psn,M821_Psn,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.13,      0.13,         0,         0,         0,         0,         0
All,ok,drive,2999_001.3,66737_66735,WB,  66737.00,      4.00,M821_Psn,M821_Psn,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.08,      0.08,         0,         0,         0,         0,         0
All,ok,drive,3033_000.0,66743_66750,NB,  66743.00,      4.00,M821_Psn,M821_Psn,      1.00,     60.00,      0.04,      0.04,         0,         0,         0,         0,         0,      0.08,      0.08,         0,         0,         0,         0,         0
All,ok,drive,3033_000.0,66770_71485,NB,  66770.00,      4.00,M821_Psn,M821_Psn,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.44,      0.44,         0,         0,         0,         0,         0
All,ok,drive,0189_000.6,66790_71488,NB,  66790.00,      4.00,M821_Psn,M821_Psn,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      1.17,      1.17,         0,         0,         0,         0,         0
All,ok,drive,3014_001.5,66825_66826,WB,  66825.00,      4.00,M821_Psn,M821_Psn,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.16,      0.16,         0,         0,         0,         0,         0
All,ok,drive,UTA_0990,50024_66841,SB,  50024.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,      5.09,      0.74,         0,      0.34,         0,         0,      4.01,      1.96,      1.96,         0,         0,         0,         0,         0
All,ok,drive,3033_000.0,66770_66768,SB,  66770.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.19,      0.19,         0,         0,         0,         0,         0
All,ok,drive,2999_000.3,66743_66741,EB,  66743.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,      0.24,      0.24,         0,         0,         0,         0,         0,      0.02,      0.02,         0,         0,         0,         0,         0
All,ok,drive,0089_331.6,66737_66730,SB,  66737.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.21,      0.02,         0,      0.02,         0,         0,      0.17
All,ok,drive,0089_331.1,66725_66720,EB,  66725.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.56,      0.04,         0,      0.02,         0,         0,      0.50
All,ok,drive,0089_331.1,66720_66717,EB,  66720.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.02,      0.02,         0,         0,         0,         0,         0
All,ok,drive,0089_329.8,66707_66697,SB,  66707.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.26,      0.04,         0,      0.01,         0,         0,      0.21
All,ok,drive,0089_329.8,66689_66681,SB,  66689.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.09,      0.02,         0,      0.01,         0,         0,      0.06
All,ok,drive,0089_328.8,66681_66647,SB,  66681.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.14,      0.03,         0,      0.02,         0,         0,      0.09
All,ok,drive,0089_328.8,66636_66603,SB,  66636.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.61,      0.08,         0,      0.04,         0,         0,      0.49
All,ok,drive,3086_000.4,66603_66599,EB,  66603.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.45,      0.01,         0,      0.03,         0,         0,      0.41
All,ok,drive,3086_000.4,66599_66600,EB,  66599.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.21,      0.02,         0,      0.01,         0,         0,      0.18
All,ok,drive,3084_001.3,66600_66582,SB,  66600.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.02,         0,         0,         0,         0,         0,      0.02
All,ok,drive,3084_001.3,66582_66560,SB,  66582.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.08,      0.01,         0,      0.01,         0,         0,      0.06
All,ok,drive,3084_000.9,66540_66515,SB,  66540.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.77,      0.08,         0,      0.04,         0,         0,      0.65
All,ok,drive,3080_000.0,66515_66516,WB,  66515.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.10,      0.01,         0,      0.01,         0,         0,      0.08
All,ok,drive,3080_000.0,66516_66517,WB,  66516.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.33,      0.03,         0,      0.02,         0,         0,      0.28
All,ok,drive,0089_327.9,66517_66506,SB,  66517.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,      1.81,      1.81,         0,         0,         0,         0,         0,      0.10,      0.07,         0,         0,         0,         0,      0.03
All,ok,drive,0051_001.6,66372_66339,SB,  66372.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.01,         0,         0,         0,         0,         0,      0.01
All,ok,drive,0051_000.6,66263_66248,SB,  66263.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.07,      0.04,         0,         0,         0,         0,      0.03
All,ok,drive,0051_000.6,66248_66220,SB,  66248.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.01,      0.01,         0,         0,         0,         0,         0
All,ok,drive,2832_000.8,66237_66242,WB,  66237.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.16,      0.09,         0,      0.01,         0,         0,      0.06
All,ok,drive,2832_000.8,66221_66215,WB,  66221.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      1.25,      0.72,         0,      0.05,         0,         0,      0.48
All,ok,drive,2837_000.7,66206_66192,SB,  66206.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.19,      0.19,         0,         0,         0,         0,         0
All,ok,drive,2837_000.7,66192_66142,SB,  66192.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,      0.93,      0.93,         0,         0,         0,         0,         0,      0.16,      0.16,         0,         0,         0,         0,         0
All,ok,drive,2837_000.4,66133_66108,SB,  66133.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.04,      0.04,         0,         0,         0,         0,         0
All,ok,drive,3062_000.3,66109_66110,WB,  66109.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.02,      0.01,         0,         0,         0,         0,      0.01
All,ok,drive,3062_000.3,66110_66111,WB,  66110.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.01,         0,         0,         0,         0,         0,      0.01
All,ok,drive,0156_000.2,66112_66102,SB,  66112.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.28,      0.23,         0,      0.01,         0,         0,      0.04
All,ok,drive,0156_000.0,66102_66061,SB,  66102.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.02,      0.02,         0,         0,         0,         0,         0
All,ok,drive,0198_011.81,66061_66043,SB,  66061.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.25,      0.15,         0,      0.01,         0,         0,      0.09
All,ok,drive,0198_011.81,66043_65983,SB,  66043.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.23,      0.17,         0,         0,         0,         0,      0.06
All,ok,drive,0198_011.5,65983_65953,SB,  65983.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.01,      0.01,         0,         0,         0,         0,         0
All,ok,drive,0198_009.1,65672_65645,SB,  65672.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.34,      0.33,         0,      0.01,         0,         0,         0
All,ok,drive,0198_008.9,65645_65631,SB,  65645.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.04,      0.04,         0,         0,         0,         0,         0
All,ok,drive,0198_007.6,65624_65603,WB,  65624.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.18,      0.17,         0,      0.01,         0,         0,         0
All,ok,drive,0198_007.6,65566_65556,WB,  65566.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.02,      0.02,         0,         0,         0,         0,         0
All,ok,drive,0198_006.3,65524_71157,WB,  65524.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.13,      0.13,         0,         0,         0,         0,         0
All,ok,drive,0198_005.9,65507_65505,WB,  65507.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.04,      0.04,         0,         0,         0,         0,         0
All,ok,drive,0198_005.4,65506_65508,WB,  65506.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.03,      0.03,         0,         0,         0,         0,         0
All,ok,drive,0198_005.4,65508_65509,WB,  65508.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.14,      0.14,         0,         0,         0,         0,         0
All,ok,drive,0198_005.3,71090_65494,WB,  71090.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.03,      0.03,         0,         0,         0,         0,         0
All,ok,drive,0198_004.4,71081_65443,SB,  71081.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.03,      0.03,         0,         0,         0,         0,         0
All,ok,drive,0198_004.4,65443_65433,SB,  65443.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.07,      0.07,         0,         0,         0,         0,         0
All,ok,drive,0178_001.0,65398_65399,WB,  65398.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.03,      0.03,         0,         0,         0,         0,         0
All,ok,drive,0178_000.2,65400_65401,WB,  65400.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.01,      0.01,         0,         0,         0,         0,         0
All,ok,drive,0178_000.2,65402_65403,WB,  65403.00,      4.00,M821_Psn,M821_Psn,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      0.12,      0.12,         0,         0,         0,         0,         0
All,ok,drive,UTA_0990,50024_66841,SB,  50024.00,      4.00,M831_WPr,M831_WPr,      1.00,     30.00,      5.77,      3.15,         0,      0.02,         0,         0,      2.60,         0,         0,         0,         0,         0,         0,         0
